,ID,Count
447,,467.6914258791321
448,,455.7543366443308
449,,466.371459281053
450,,477.8494296991312
451,,507.04651695011773
452,,487.2541917104435
453,,454.80023035332744
454,,456.45018860092614
455,,445.66089640793314
456,,406.3461776831521
457,,324.2855087324957
458,,274.4454227506733
459,,226.7644479987211
460,,190.86832116365304
461,,170.85863147144337
462,,183.7194244493668
463,,213.06600651690167
464,,245.35880056365787
465,,317.0571798324953
466,,450.026658718221
467,,498.9135584714721
468,,504.19940937536876
469,,445.9250694922466
470,,476.8025264117301
471,,470.78012251302823
472,,458.7641991467935
473,,469.45143867926174
474,,481.0052111467951
475,,510.3951198610835
476,,490.4720834623799
477,,457.8037918104292
478,,459.4646466026371
479,,448.6041004831561
480,,409.0121357624926
481,,326.4130827555805
482,,276.24600568292044
483,,228.25220534812274
484,,192.1205710206535
485,,171.9796016540435
486,,184.9247717882668
487,,214.463891061418
488,,246.9685518364015
489,,319.1373301983896
490,,452.9791959207831
491,,502.1868330957917
492,,507.50736343731415
493,,448.8506969672522
494,,479.93073486390483
495,,473.86881914692435
496,,461.77406164925617
497,,472.5314180774705
498,,484.1609925944591
499,,513.7437227720492
500,,493.6899752143163
501,,460.80735326753086
502,,462.479104604348
503,,451.5473045583791
504,,411.67809384183306
505,,328.54065677866515
506,,278.0465886151676
507,,229.73996269752433
508,,193.37282087765385
509,,173.1005718366436
510,,186.13011912716678
511,,215.8617756059342
512,,248.57830310914514
513,,321.21748056428385
514,,455.9317331233452
515,,505.4601077201112
516,,510.81531749925944
517,,451.77632444225765
518,,483.0589433160794
519,,476.9575157808205
520,,464.7839241517188
521,,475.61139747567927
522,,487.31677404212303
523,,517.0923256830149
524,,496.9078669662525
525,,463.8109147246325
526,,465.49356260605884
527,,454.490508633602
528,,414.34405192117356
529,,330.6682308017498
530,,279.8471715474148
531,,231.227720046926
532,,194.62507073465432
533,,174.22154201924377
534,,187.33546646606678
535,,217.2596601504505
536,,250.18805438188883
537,,323.2976309301781
538,,458.8842703259073
539,,508.7333823444308
540,,514.1232715612049
541,,454.7019519172633
542,,486.1871517682541
543,,480.0462124147166
544,,467.7937866541814
545,,478.69137687388803
546,,490.47255548978706
547,,520.4409285939807
548,,500.12575871818893
549,,466.8144761817343
550,,468.50802060776977
551,,457.43371270882506
552,,417.01001000051394
553,,332.7958048248345
554,,281.647754479662
555,,232.71547739632763
556,,195.87732059165472
557,,175.3425122018439
558,,188.54081380496677
559,,218.65754469496682
560,,251.79780565463244
561,,325.3777812960724
562,,461.83680752846954
563,,512.0066569687505
564,,517.4312256231502
565,,457.6275793922688
566,,489.3153602204287
567,,483.13490904861266
568,,470.80364915664416
569,,481.7713562720968
570,,493.6283369374511
571,,523.7895315049464
572,,503.34365047012534
573,,469.818037638836
574,,471.5224786094807
575,,460.37691678404803
576,,419.67596807985444
577,,334.92337884791925
578,,283.4483374119092
579,,234.20323474572928
580,,197.12957044865513
581,,176.46348238444403
582,,189.74616114386674
583,,220.05542923948306
584,,253.4075569273761
585,,327.45793166196665
586,,464.78934473103175
587,,515.2799315930702
588,,520.7391796850957
589,,460.5532068672744
590,,492.44356867260336
591,,486.22360568250883
592,,473.8135116591069
593,,484.85133567030556
594,,496.7841183851151
595,,527.1381344159122
596,,506.5615422220617
597,,472.8215990959377
598,,474.5369366111916
599,,463.320120859271
600,,422.34192615919494
601,,337.0509528710039
602,,285.24892034415643
603,,235.69099209513092
604,,198.3818203056556
605,,177.5844525670442
606,,190.95150848276677
607,,221.45331378399936
608,,255.01730820011977
609,,329.5380820278609
610,,467.7418819335939
611,,518.5532062173896
612,,524.047133747041
613,,463.4788343422799
614,,495.571777124778
615,,489.31230231640495
616,,476.8233741615696
617,,487.9313150685143
618,,499.9398998327791
619,,530.4867373268779
620,,509.77943397399804
621,,475.8251605530394
622,,477.5513946129025
623,,466.26332493449405
624,,425.0078842385353
625,,339.1785268940886
626,,287.0495032764036
627,,237.1787494445325
628,,199.63407016265595
629,,178.7054227496443
630,,192.15685582166674
631,,222.85119832851564
632,,256.6270594728634
633,,331.6182323937552
634,,470.694419136156
635,,521.8264808417092
636,,527.3550878089862
637,,466.40446181728544
638,,498.6999855769526
639,,492.400998950301
640,,479.8332366640322
641,,491.0112944667231
642,,503.09568128044305
643,,533.8353402378436
644,,512.9973257259344
645,,478.82872201014106
646,,480.5658526146134
647,,469.206529009717
648,,427.6738423178758
649,,341.3061009171733
650,,288.8500862086508
651,,238.6665067939342
652,,200.88632001965635
653,,179.82639293224443
654,,193.3622031605667
655,,224.24908287303188
656,,258.23681074560704
657,,333.69838275964946
658,,473.64695633871816
659,,525.0997554660289
660,,530.6630418709317
661,,469.330089292291
662,,501.8281940291273
663,,495.4896955841972
664,,482.8430991664948
665,,494.09127386493185
666,,506.2514627281071
667,,537.1839431488094
668,,516.2152174778709
669,,481.83228346724275
670,,483.58031061632425
671,,472.1497330849399
672,,430.3398003972163
673,,343.433674940258
674,,290.650669140898
675,,240.1542641433358
676,,202.1385698766568
677,,180.9473631148446
678,,194.56755049946673
679,,225.64696741754818
680,,259.8465620183507
681,,335.77853312554373
682,,476.59949354128025
683,,528.3730300903485
684,,533.970995932877
685,,472.2557167672966
686,,504.956402481302
687,,498.5783922180932
688,,485.8529616689575
689,,497.1712532631406
690,,509.4072441757711
691,,540.5325460597751
692,,519.4331092298072
693,,484.8358449243444
694,,486.5947686180351
695,,475.09293716016293
696,,433.00575847655676
697,,345.5612489633427
698,,292.45125207314516
699,,241.64202149273743
700,,203.39081973365717
701,,182.0683332974447
702,,195.7728978383667
703,,227.04485196206446
704,,261.4563132910943
705,,337.85868349143794
706,,479.55203074384235
707,,531.646304714668
708,,537.2789499948224
709,,475.1813442423021
710,,508.0846109334766
711,,501.6670888519893
712,,488.86282417142013
713,,500.25123266134926
714,,512.563025623435
715,,543.8811489707408
716,,522.6510009817434
717,,487.83940638144617
718,,489.609226619746
719,,478.0361412353858
720,,435.67171655589726
721,,347.68882298642734
722,,294.2518350053923
723,,243.12977884213905
724,,204.6430695906576
725,,183.18930348004486
726,,196.9782451772667
727,,228.4427365065807
728,,263.0660645638379
729,,339.9388338573322
730,,482.50456794640456
731,,534.9195793389877
732,,540.5869040567677
733,,478.1069717173076
734,,511.21281938565124
735,,504.75578548588544
736,,491.87268667388287
737,,503.3312120595581
738,,515.7188070710989
739,,547.2297518817065
740,,525.8688927336799
741,,490.8429678385479
742,,492.62368462145685
743,,480.97934531060884
744,,438.33767463523776
745,,349.81639700951206
746,,296.0524179376395
747,,244.6175361915407
748,,205.89531944765804
749,,184.310273662645
750,,198.18359251616667
751,,229.840621051097
752,,264.67581583658165
753,,342.0189842232265
754,,485.4571051489668
755,,538.1928539633072
756,,543.8948581187132
757,,481.0325991923132
758,,514.3410278378259
759,,507.84448211978156
760,,494.8825491763455
761,,506.4111914577669
762,,518.874588518763
763,,550.5783547926723
764,,529.0867844856162
765,,493.8465292956496
766,,495.6381426231678
767,,483.92254938583187
768,,441.0036327145782
769,,351.9439710325968
770,,297.8530008698867
771,,246.10529354094237
772,,207.14756930465842
773,,185.43124384524515
774,,199.38893985506667
775,,231.23850559561328
776,,266.28556710932526
777,,344.0991345891208
778,,488.40964235152893
779,,541.4661285876268
780,,547.2028121806586
781,,483.95822666731874
782,,517.4692362900006
783,,510.93317875367774
784,,497.89241167880823
785,,509.49117085597567
786,,522.030369966427
787,,553.9269577036381
788,,532.3046762375526
789,,496.85009075275127
790,,498.6526006248787
791,,486.86575346105485
792,,443.6695907939187
793,,354.07154505568144
794,,299.65358380213394
795,,247.593050890344
796,,208.39981916165888
797,,186.55221402784528
798,,200.5942871939667
799,,232.63639014012955
800,,267.8953183820689
801,,346.1792849550151
802,,491.3621795540911
803,,544.7394032119464
804,,550.510766242604
805,,486.88385414232425
806,,520.5974447421753
807,,514.0218753875738
808,,500.9022741812709
809,,512.5711502541844
810,,525.186151414091
811,,557.2755606146038
812,,535.5225679894891
813,,499.853652209853
814,,501.66705862658966
815,,489.80895753627783
816,,446.3355488732591
817,,356.1991190787661
818,,301.4541667343811
819,,249.0808082397456
820,,209.65206901865923
821,,187.67318421044538
822,,201.79963453286666
823,,234.03427468464582
824,,269.50506965481253
825,,348.2594353209093
826,,494.3147167566532
827,,548.012677836266
828,,553.8187203045493
829,,489.8094816173298
830,,523.7256531943499
831,,517.1105720214698
832,,503.91213668373354
833,,515.6511296523931
834,,528.3419328617549
835,,560.6241635255694
836,,538.7404597414253
837,,502.85721366695464
838,,504.68151662830047
839,,492.7521616115008
840,,449.0015069525996
841,,358.3266931018508
842,,303.2547496666283
843,,250.56856558914723
844,,210.9043188756597
845,,188.79415439304552
846,,203.00498187176663
847,,235.4321592291621
848,,271.11482092755625
849,,350.33958568680356
850,,497.2672539592154
851,,551.2859524605856
852,,557.1266743664946
853,,492.7351090923353
854,,526.8538616465246
855,,520.199268655366
856,,506.9219991861962
857,,518.7311090506018
858,,531.497714309419
859,,563.9727664365353
860,,541.9583514933616
861,,505.8607751240563
862,,507.6959746300114
863,,495.6953656867238
864,,451.6674650319401
865,,360.45426712493554
866,,305.0553325988755
867,,252.05632293854887
868,,212.1565687326601
869,,189.91512457564568
870,,204.21032921066666
871,,236.83004377367837
872,,272.72457220029986
873,,352.41973605269783
874,,500.2197911617775
875,,554.5592270849053
876,,560.43462842844
877,,495.6607365673409
878,,529.9820700986992
879,,523.2879652892622
880,,509.93186168865884
881,,521.8110884488107
882,,534.653495757083
883,,567.3213693475009
884,,545.1762432452981
885,,508.86433658115806
886,,510.7104326317223
887,,498.6385697619467
888,,454.33342311128047
889,,362.5818411480202
890,,306.85591553112266
891,,253.54408028795052
892,,213.4088185896605
893,,191.03609475824578
894,,205.41567654956663
895,,238.22792831819464
896,,274.33432347304347
897,,354.49988641859204
898,,503.1723283643396
899,,557.8325017092247
900,,563.7425824903853
901,,498.58636404234636
902,,533.1102785508738
903,,526.3766619231583
904,,512.9417241911215
905,,524.8910678470194
906,,537.8092772047469
907,,570.6699722584666
908,,548.3941349972345
909,,511.8678980382598
910,,513.7248906334331
911,,501.58177383716964
912,,456.99938119062097
913,,364.7094151711049
914,,308.65649846336987
915,,255.0318376373521
916,,214.66106844666092
917,,192.15706494084594
918,,206.62102388846662
919,,239.62581286271092
920,,275.94407474578713
921,,356.5800367844863
922,,506.1248655669018
923,,561.1057763335443
924,,567.0505365523306
925,,501.51199151735193
926,,536.2384870030485
927,,529.4653585570544
928,,515.9515866935842
929,,527.9710472452282
930,,540.9650586524109
931,,574.0185751694324
932,,551.6120267491708
933,,514.8714594953615
934,,516.7393486351441
935,,504.5249779123926
936,,459.66533926996146
937,,366.8369891941896
938,,310.457081395617
939,,256.51959498675376
940,,215.91331830366133
941,,193.2780351234461
942,,207.8263712273666
943,,241.0236974072272
944,,277.5538260185308
945,,358.66018715038064
946,,509.07740276946396
947,,564.379050957864
948,,570.3584906142761
949,,504.4376189923575
950,,539.3666954552232
951,,532.5540551909504
952,,518.9614491960469
953,,531.0510266434369
954,,544.1208401000749
955,,577.3671780803982
956,,554.8299185011072
957,,517.8750209524632
958,,519.753806636855
959,,507.46818198761565
960,,462.33129734930196
961,,368.9645632172743
962,,312.2576643278643
963,,258.0073523361554
964,,217.1655681606618
965,,194.3990053060462
966,,209.0317185662666
967,,242.42158195174346
968,,279.16357729127446
969,,360.7403375162749
970,,512.0299399720261
971,,567.6523255821837
972,,573.6664446762214
973,,507.36324646736307
974,,542.4949039073979
975,,535.6427518248465
976,,521.9713116985097
977,,534.1310060416457
978,,547.276621547739
979,,580.7157809913639
980,,558.0478102530435
981,,520.8785824095648
982,,522.7682646385658
983,,510.4113860628387
984,,464.9972554286424
985,,371.09213724035897
986,,314.05824726011144
987,,259.49510968555705
988,,218.41781801766217
989,,195.51997548864637
990,,210.23706590516662
991,,243.81946649625976
992,,280.77332856401813
993,,362.8204878821692
994,,514.9824771745883
995,,570.9256002065032
996,,576.9743987381669
997,,510.28887394236864
998,,545.6231123595725
999,,538.7314484587428
1000,,524.9811742009722
1001,,537.2109854398544
1002,,550.4324029954029
1003,,584.0643839023296
1004,,561.26570200498
1005,,523.8821438666666
1006,,525.7827226402767
1007,,513.3545901380617
1008,,467.66321350798285
1009,,373.2197112634437
1010,,315.85883019235865
1011,,260.9828670349587
1012,,219.6700678746626
1013,,196.64094567124647
1014,,211.44241324406659
1015,,245.217351040776
1016,,282.38307983676174
1017,,364.9006382480634
1018,,517.9350143771504
1019,,574.1988748308228
1020,,580.2823528001122
1021,,513.2145014173741
1022,,548.7513208117471
1023,,541.8201450926388
1024,,527.9910367034349
1025,,540.2909648380632
1026,,553.5881844430669
1027,,587.4129868132953
1028,,564.4835937569162
1029,,526.8857053237682
1030,,528.7971806419876
1031,,516.2977942132845
1032,,470.32917158732334
1033,,375.34728528652835
1034,,317.6594131246058
1035,,262.4706243843603
1036,,220.922317731663
1037,,197.7619158538466
1038,,212.6477605829666
1039,,246.61523558529228
1040,,283.9928311095054
1041,,366.98078861395766
1042,,520.8875515797126
1043,,577.4721494551425
1044,,583.5903068620576
1045,,516.1401288923797
1046,,551.8795292639218
1047,,544.908841726535
1048,,531.0008992058976
1049,,543.370944236272
1050,,556.7439658907308
1051,,590.7615897242611
1052,,567.7014855088526
1053,,529.88926678087
1054,,531.8116386436985
1055,,519.2409982885076
1056,,472.99512966666384
1057,,377.47485930961307
1058,,319.459996056853
1059,,263.95838173376194
1060,,222.17456758866342
1061,,198.88288603644676
1062,,213.85310792186658
1063,,248.01312012980858
1064,,285.602582382249
1065,,369.0609389798519
1066,,523.8400887822747
1067,,580.7454240794619
1068,,586.8982609240029
1069,,519.0657563673852
1070,,555.0077377160965
1071,,547.997538360431
1072,,534.0107617083603
1073,,546.4509236344808
1074,,559.899747338395
1075,,594.1101926352269
1076,,570.919377260789
1077,,532.8928282379717
1078,,534.8260966454094
1079,,522.1842023637305
1080,,475.6610877460042
1081,,379.60243333269773
1082,,321.26057898910017
1083,,265.4461390831636
1084,,223.4268174456638
1085,,200.0038562190469
1086,,215.05845526076655
1087,,249.41100467432483
1088,,287.2123336549927
1089,,371.1410893457462
1090,,526.7926259848368
1091,,584.0186987037815
1092,,590.2062149859482
1093,,521.9913838423907
1094,,558.1359461682711
1095,,551.086234994327
1096,,537.0206242108229
1097,,549.5309030326894
1098,,563.0555287860589
1099,,597.4587955461925
1100,,574.1372690127253
1101,,535.8963896950734
1102,,537.8405546471203
1103,,525.1274064389536
1104,,478.3270458253447
1105,,381.73000735578245
1106,,323.0611619213474
1107,,266.93389643256523
1108,,224.67906730266424
1109,,201.124826401647
1110,,216.26380259966655
1111,,250.8088892188411
1112,,288.82208492773634
1113,,373.22123971164046
1114,,529.7451631873989
1115,,587.2919733281012
1116,,593.5141690478937
1117,,524.9170113173964
1118,,561.2641546204457
1119,,554.1749316282232
1120,,540.0304867132857
1121,,552.6108824308983
1122,,566.2113102337228
1123,,600.8073984571582
1124,,577.3551607646617
1125,,538.899951152175
1126,,540.8550126488312
1127,,528.0706105141765
1128,,480.9930039046852
1129,,383.8575813788671
1130,,324.8617448535946
1131,,268.4216537819669
1132,,225.93131715966467
1133,,202.24579658424716
1134,,217.46914993856655
1135,,252.2067737633574
1136,,290.43183620048
1137,,375.30139007753473
1138,,532.6977003899611
1139,,590.5652479524208
1140,,596.822123109839
1141,,527.8426387924019
1142,,564.3923630726204
1143,,557.2636282621194
1144,,543.0403492157483
1145,,555.690861829107
1146,,569.3670916813868
1147,,604.156001368124
1148,,580.5730525165982
1149,,541.9035126092767
1150,,543.8694706505421
1151,,531.0138145893994
1152,,483.6589619840257
1153,,385.98515540195183
1154,,326.66232778584174
1155,,269.9094111313685
1156,,227.18356701666508
1157,,203.36676676684726
1158,,218.67449727746651
1159,,253.6046583078737
1160,,292.0415874732236
1161,,377.381540443429
1162,,535.6502375925234
1163,,593.8385225767404
1164,,600.1300771717844
1165,,530.7682662674074
1166,,567.520571524795
1167,,560.3523248960155
1168,,546.0502117182109
1169,,558.7708412273158
1170,,572.5228731290508
1171,,607.5046042790898
1172,,583.7909442685345
1173,,544.9070740663785
1174,,546.883928652253
1175,,533.9570186646224
1176,,486.3249200633661
1177,,388.11272942503655
1178,,328.462910718089
1179,,271.3971684807701
1180,,228.4358168736655
1181,,204.48773694944742
1182,,219.87984461636654
1183,,255.00254285238998
1184,,293.65133874596734
1185,,379.4616908093233
1186,,538.6027747950856
1187,,597.11179720106
1188,,603.4380312337298
1189,,533.693893742413
1190,,570.6487799769696
1191,,563.4410215299116
1192,,549.0600742206736
1193,,561.8508206255245
1194,,575.6786545767148
1195,,610.8532071900555
1196,,587.0088360204709
1197,,547.9106355234802
1198,,549.8983866539638
1199,,536.9002227398455
1200,,488.9908781427066
1201,,390.24030344812115
1202,,330.26349365033616
1203,,272.88492583017177
1204,,229.6880667306659
1205,,205.60870713204756
1206,,221.0851919552665
1207,,256.40042739690625
1208,,295.2610900187109
1209,,381.54184117521754
1210,,541.5553119976477
1211,,600.3850718253796
1212,,606.745985295675
1213,,536.6195212174185
1214,,573.7769884291442
1215,,566.5297181638076
1216,,552.0699367231363
1217,,564.9308000237332
1218,,578.8344360243788
1219,,614.2018101010212
1220,,590.2267277724072
1221,,550.9141969805819
1222,,552.9128446556747
1223,,539.8434268150684
1224,,491.65683622204705
1225,,392.36787747120593
1226,,332.06407658258337
1227,,274.3726831795734
1228,,230.9403165876663
1229,,206.7296773146477
1230,,222.29053929416654
1231,,257.7983119414225
1232,,296.87084129145455
1233,,383.6219915411118
1234,,544.5078492002098
1235,,603.6583464496991
1236,,610.0539393576205
1237,,539.545148692424
1238,,576.905196881319
1239,,569.6184147977037
1240,,555.0797992255989
1241,,568.0107794219421
1242,,581.9902174720428
1243,,617.550413011987
1244,,593.4446195243436
1245,,553.9177584376837
1246,,555.9273026573856
1247,,542.7866308902915
1248,,494.32279430138755
1249,,394.4954514942906
1250,,333.8646595148305
1251,,275.86044052897506
1252,,232.19256644466674
1253,,207.85064749724785
1254,,223.4958866330665
